,-0.9,-0.89,-0.88,-0.87,-0.86,-0.85,-0.84,-0.83,-0.82,-0.81,-0.8,-0.79,-0.78,-0.77,-0.76,-0.75,-0.74,-0.73,-0.72,-0.71,-0.7,-0.69,-0.68,-0.67,-0.66,-0.65,-0.64,-0.63,-0.62,-0.61,-0.6,-0.59,-0.58,-0.57,-0.56,-0.55,-0.54,-0.53,-0.52,-0.51,-0.5,-0.49,-0.48,-0.47,-0.46,-0.45,-0.44,-0.43,-0.42,-0.41,-0.4,-0.39,-0.38,-0.37,-0.36,-0.35,-0.34,-0.33,-0.32,-0.31,-0.3,-0.29,-0.28,-0.27,-0.26,-0.25,-0.24,-0.23,-0.22,-0.21,-0.2,-0.19,-0.18,-0.17,-0.16,-0.15,-0.14,-0.13,-0.12,-0.11,-0.1,-0.09,-0.08,-0.07,-0.0600000000000001,-0.05,-0.04,-0.03,-0.02,-0.01,0,0.01,0.02,0.03,0.04,0.05,0.0599999999999999,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9
-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.7,,,,,,,,,,,,,,,,,,,,,,,,14.074496,22.214094,30.271141,38.550335,46.693958,54.68121,62.718121,70.610741,78.557045,86.221474,94.147652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.69,,,,,,,,,,,,,,,,,,,,,-16.663759,-8.4362411,-0.11779194,7.8261743,15.939597,23.975168,32.132214,40.232887,48.260403,56.311409,64.08725,71.993286,79.630875,87.510071,95.463089,103.22147,110.99329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.68,,,,,,,,,,,,,,,,,,,,-30.932215,-22.876511,-14.60604,-6.4912753,1.6042281,9.705369,17.711409,25.813423,33.867115,41.807381,49.812752,57.700672,65.476509,73.080536,80.919464,88.778526,96.469795,104.18121,111.92618,119.48322,127.02685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.67,,,,,,,,,,,,,,,,,,,-44.695301,-37.168457,-29.012081,-20.799999,-12.836242,-4.5706038,3.3568456,11.37651,19.430872,27.424831,35.335571,43.287247,51.088589,58.959061,66.442955,74.234901,82.020134,89.644295,97.302017,104.95973,112.45638,119.9396,127.42953,134.75839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.66,,,,,,,,,,,,,,,,,,-59.027515,-50.919464,-43.301342,-35.163757,-27.002684,-18.96443,-10.904027,-2.8197315,5.004631,13.071812,21.024832,28.883892,36.787918,44.557716,52.310066,59.851006,67.563759,75.281876,82.845634,90.449661,98.040268,105.4698,112.90604,120.27517,127.57718,134.97316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.65,,,,,,,,,,,,,,,,,-72.624161,-65.691277,-57.234898,-49.506039,-41.38792,-33.256374,-25.248993,-17.212751,-9.1684561,-1.3471141,6.6181207,14.522819,22.350336,30.202013,37.922817,45.622818,53.136913,60.765102,68.449661,75.946312,83.483223,90.993286,98.389259,105.75168,113.08725,120.30872,127.61074,134.9463,142.1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.64,,,,,,,,,,,,,,,,,-80.033554,-71.89933,-64.033554,-55.651676,-47.567783,-39.471142,-31.497986,-23.504026,-15.540269,-7.6986575,0.10641611,7.9791946,15.834229,23.65839,31.326174,38.97047,46.451008,54.062416,61.637585,69.067116,76.557045,84.020134,91.335571,98.677849,105.9396,113.08725,120.36242,127.59731,134.76511,141.91275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.63,,,,,,,,,,,,,,,,-93.557045,-86.20134,-78.093956,-70.194633,-62.18792,-53.753693,-45.699329,-37.750336,-29.797316,-21.889933,-14.094631,-6.2355704,1.6212752,9.2751675,17.073154,24.708054,32.306713,39.740269,47.304699,54.8349,62.18121,69.617447,77.020134,84.275169,91.577179,98.79866,105.89262,113.09396,120.2953,127.38926,134.46309,141.62416,148.72484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.62,,,,,,,,,,,,,,,-108,-100.05369,-92.422821,-84.355705,-76.395973,-68.436241,-59.955704,-52.008053,-44.070469,-36.1698,-28.311409,-20.565771,-12.765772,-4.9389935,2.635906,10.41812,17.940268,25.555033,32.95369,40.45369,47.943623,55.265102,62.577183,69.932884,77.147652,84.382553,91.563759,98.637581,105.79195,112.91275,119.97315,126.99329,134.06041,141.13423,148.08725,154.9463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.61,,,,,,,,,,,,,,,-114.36913,-106.44296,-98.590607,-90.536911,-82.536911,-74.597313,-66.577179,-58.180538,-50.353691,-42.478523,-34.677181,-26.980537,-19.224833,-11.522147,-3.8225503,3.7451677,11.406712,18.822147,26.231544,33.677181,41.103355,48.387249,55.665771,62.932884,70.120804,77.308723,84.436241,91.463089,98.570473,105.65771,112.68456,119.66443,126.7047,133.71812,140.60403,147.44295,154.32214,161.08725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.6,,,,,,,,,,,,,,-128.83893,-120.77181,-112.87248,-104.79195,-96.785233,-88.731544,-80.832214,-72.859062,-64.919464,-56.638256,-48.855034,-41.09866,-33.459732,-25.762417,-18.091274,-10.504026,-2.845839,4.5891275,12.113422,19.446308,26.840269,34.209396,41.436913,48.685234,55.942284,63.026844,70.167786,77.255035,84.261742,91.315437,98.389259,105.32886,112.31544,119.31544,126.28859,133.14095,139.97316,146.78523,153.55034,160.41611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.59,,,,,,,,,,,,,,,-127.09396,-119.21477,-110.92618,-102.9396,-94.879196,-87,-79.060402,-71.181206,-63.335571,-55.108055,-47.41745,-39.860401,-32.219463,-24.608725,-17.063759,-9.4926176,-1.9616108,5.3516107,12.736241,20.083221,27.315435,34.583221,41.785236,48.979195,56.070469,63.134228,70.194633,77.161072,84.181206,91.208054,98.147652,105.08725,112.0604,119,125.8255,132.63087,139.43625,146.21477,153,159.8255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.58,,,,,,,,,,,,,,,,-125.56376,-117.10067,-109.15437,-101.0604,-93.214767,-85.315437,-77.476509,-69.684563,-61.89933,-53.832886,-46.267784,-38.73624,-31.142282,-23.660402,-16.142282,-8.6825504,-1.2661074,5.9004698,13.271141,20.547651,27.637585,34.859062,42.005367,49.059059,56.140938,63.107384,70.046982,77.020134,84.026848,90.939598,97.838928,104.78523,111.71812,118.50336,125.34899,132.10738,138.8792,145.67786,152.44966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.57,,,,,,,,,,,,,,,,-131.81879,-123.18792,-115.28188,-107.16779,-99.348991,-91.503357,-83.684563,-75.939598,-68.194633,-60.583893,-52.641609,-45.104027,-37.60067,-30.171141,-22.697987,-15.27047,-7.9134226,-0.66758388,6.5657716,13.789262,20.918121,28.008724,35.121475,42.169128,49.204025,56.183891,63.033558,70.01342,76.98658,83.852348,90.731544,97.664429,104.57718,111.37584,118.16779,124.95302,131.69127,138.49664,145.24832,152.02684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.56,,,,,,,,,,,,,,,,,-129.24161,-121.38255,-113.24832,-105.4698,-97.651009,-89.885902,-82.181206,-74.469795,-66.919464,-59.014095,-51.512081,-43.997314,-36.655704,-29.221476,-21.81745,-14.514094,-7.2872481,-9.6073825e-07,7.0751677,14.146309,21.287249,28.28792,35.31879,42.32349,49.26376,56.151009,63.046978,70,76.838928,83.691277,90.597313,97.503357,104.28859,111.0604,117.86577,124.57718,131.38927,138.14095,144.84564,151.75168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.55,,,,,,,,,,,,,,,,,-135.30873,-127.48993,-119.34229,-111.61074,-103.8255,-96.10067,-88.436241,-80.771812,-73.261742,-65.818794,-57.936913,-50.463089,-43.108727,-35.774498,-28.403357,-21.124161,-13.910738,-6.7859058,0.18889932,7.3590603,14.440269,21.526846,28.438927,35.43557,42.35973,49.217449,56.110737,62.99329,69.81208,76.657715,83.550339,90.436241,97.214767,103.99329,110.7651,117.47651,124.28188,131.0537,137.73154,144.59061,151.33557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.54,,,,,,,,,,,,,,,,,,-133.51007,-125.35571,-117.65771,-109.91946,-102.22147,-94.604027,-86.973152,-79.510071,-72.127518,-64.697983,-56.836243,-49.520134,-42.171814,-34.882549,-27.637585,-20.455706,-13.387919,-6.2671142,0.71288592,7.7557049,14.753692,21.744967,28.64094,35.565773,42.380535,49.271812,56.151009,62.89933,69.778526,76.637581,83.483223,90.268456,97.026848,103.79866,110.51678,117.30872,124.03355,130.73825,137.61073,144.2953,151.01343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.53,,,,,,,,,,,,,,,,,,-139.53691,-131.38255,-123.72483,-116.02685,-108.37584,-100.79195,-93.214767,-85.785233,-78.456375,-71.060402,-63.651009,-55.953022,-48.642952,-41.346981,-34.123489,-27.018791,-19.974497,-12.920805,-5.8485904,1.0232886,8.0140944,14.924161,21.853691,28.741611,35.551678,42.408726,49.275841,56.055035,62.845638,69.691277,76.550339,83.288589,90.053688,96.81208,103.55034,110.32215,117.06712,123.77181,130.59061,137.2953,143.97986,150.73825,157.46309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.52,,,,,,,,,,,,,,,,,,,-137.32214,-129.69798,-122.04027,-114.41611,-106.86577,-99.342285,-91.959732,-84.697983,-77.335571,-69.959732,-62.731544,-55.01812,-47.751007,-40.551006,-33.441612,-26.502014,-19.459061,-12.538926,-5.5,1.3588591,8.2630873,15.169127,22.021477,28.804697,35.662415,42.49329,49.271141,56.074497,62.865772,69.697983,76.429527,83.20134,89.959732,96.671143,103.44966,110.18121,116.8859,123.71141,130.42282,137.08725,143.81879,150.52348,157.22148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.51,,,,,,,,,,,,,,,,,,,-143.21477,-135.63087,-128.02014,-120.43624,-112.9396,-105.45638,-98.107384,-90.885902,-83.590607,-76.248322,-69.060402,-61.791946,-54.153019,-46.976509,-39.893959,-32.930202,-25.985907,-19.099329,-12.161074,-5.1833558,1.625906,8.5154362,15.35302,22.099329,28.951006,35.753021,42.502686,49.290604,56.112751,62.879196,69.637581,76.375839,83.134232,89.845634,96.630875,103.36242,110.05369,116.85235,123.57718,130.23489,136.9463,143.651,150.31543,157.01343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.5,,,,,,,,,,,,,,,,,,,-149.12752,-141.58389,-134.01343,-126.48322,-119.01342,-111.59061,-104.28859,-97.120804,-89.859062,-82.557045,-75.422821,-68.181206,-60.99329,-53.416107,-46.371811,-39.444294,-32.471142,-25.681208,-18.778524,-11.887919,-4.9661746,1.8150336,8.6389265,15.402684,22.200001,29.002684,35.728188,42.526173,49.319462,56.110065,62.81208,69.550339,76.288589,83,89.765099,96.483223,103.1745,109.98658,116.69798,123.33557,130.06711,136.75839,143.42953,150.06711,156.83221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.49,,,,,,,,,,,,,,,,,,,,-147.45638,-139.92618,-132.43625,-125.02013,-117.65101,-110.40269,-103.26174,-96.046982,-88.791946,-81.697983,-74.489929,-67.315437,-59.773155,-52.745636,-45.877853,-38.94698,-32.127518,-25.301342,-18.443624,-11.577181,-4.7159061,2.0183892,8.7536917,15.548993,22.336241,29.03557,35.778522,42.615437,49.392616,56.096645,62.785236,69.536911,76.248322,83.006714,89.731544,96.409393,103.20805,109.93288,116.55034,123.28859,129.99329,136.65771,143.28859,150.00671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.48,,,,,,,,,,,,,,,,,,,,,-145.88591,-138.43625,-131.06711,-123.75168,-116.55704,-109.46309,-102.30202,-95.093956,-88.033554,-80.845634,-73.724831,-66.610741,-59.198658,-52.363087,-45.455032,-38.673153,-31.822147,-25.030201,-18.204027,-11.404027,-4.5637584,2.0657046,8.87047,15.634228,22.326845,29.095974,35.795303,42.626846,49.326176,56.04631,62.751678,69.456375,76.18792,82.91275,89.583893,96.389259,103.10738,109.73154,116.44966,123.14765,129.83221,136.44966,143.14095,149.93959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.47,,,,,,,,,,,,,,,,,,,,,,-144.36913,-137.0537,-129.78523,-122.63758,-115.60403,-108.4698,-101.30202,-94.288589,-87.140938,-80.060402,-72.973152,-66.006714,-58.777851,-51.898659,-45.143623,-38.330872,-31.519463,-24.738926,-17.97047,-11.192617,-4.4595304,2.2459061,9.0087252,15.675168,22.427517,29.202684,35.911411,42.653019,49.372482,56.083221,62.724831,69.483223,76.181206,82.852348,89.644295,96.355705,102.99329,109.69798,116.40939,123.07382,129.71812,136.40268,143.13423,149.81879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.46,,,,,,,,,,,,,,,,,,,,,,,-143.08725,-135.8792,-128.77852,-121.79195,-114.71812,-107.59061,-100.61745,-93.483223,-86.442955,-79.369125,-72.463089,-65.657715,-58.40134,-51.661076,-44.861073,-38.081879,-31.281879,-24.560402,-17.79933,-11.134899,-4.341074,2.3140268,9.020134,15.74698,22.48859,29.242281,35.886578,42.636913,49.349663,56.030872,62.718121,69.429527,76.10067,82.879196,89.590607,96.221474,102.91946,109.61745,116.28188,122.91275,129.60403,136.3557,142.98657,149.73825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
