,-0.9,-0.89,-0.88,-0.87,-0.86,-0.85,-0.84,-0.83,-0.82,-0.81,-0.8,-0.79,-0.78,-0.77,-0.76,-0.75,-0.74,-0.73,-0.72,-0.71,-0.7,-0.69,-0.68,-0.67,-0.66,-0.65,-0.64,-0.63,-0.62,-0.61,-0.6,-0.59,-0.58,-0.57,-0.56,-0.55,-0.54,-0.53,-0.52,-0.51,-0.5,-0.49,-0.48,-0.47,-0.46,-0.45,-0.44,-0.43,-0.42,-0.41,-0.4,-0.39,-0.38,-0.37,-0.36,-0.35,-0.34,-0.33,-0.32,-0.31,-0.3,-0.29,-0.28,-0.27,-0.26,-0.25,-0.24,-0.23,-0.22,-0.21,-0.2,-0.19,-0.18,-0.17,-0.16,-0.15,-0.14,-0.13,-0.12,-0.11,-0.1,-0.09,-0.08,-0.07,-0.0600000000000001,-0.05,-0.04,-0.03,-0.02,-0.01,0,0.01,0.02,0.03,0.04,0.05,0.0599999999999999,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9
-0.45,,,,,,,,,,,,,,,,,,,,,,,,,-134.8792,-127.93288,-120.89933,-113.80537,-106.89262,-99.778526,-92.771812,-85.711411,-78.8255,-72.093956,-65.255035,-58.117451,-51.338924,-44.581207,-37.792618,-31.049664,-24.35302,-17.684565,-10.971812,-4.2038927,2.4014766,9.1208057,15.842282,22.595303,29.269127,35.927517,42.685905,49.361744,56.085236,62.738255,69.395973,76.167786,82.879196,89.503357,96.221474,102.90604,109.57047,116.19463,122.90604,129.61073,136.24832,142.97986,149.71812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.44,,,,,,,,,,,,,,,,,,,,,,,,,,-134.10068,-127.10067,-120.04698,-113.16779,-106.06712,-99.107384,-92.067116,-85.214767,-78.489929,-71.704697,-65,-57.832886,-51.086578,-44.315437,-37.576511,-30.837584,-24.233557,-17.528189,-10.838926,-4.1241612,2.5044966,9.2228184,15.9651,22.627518,29.316107,35.979866,42.708725,49.415436,56.123489,62.711411,69.496643,76.208054,82.791946,89.543625,96.208054,102.8859,109.51678,116.20134,122.91275,129.55034,136.27516,142.97316,149.66443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,-133.37584,-126.36913,-119.51007,-112.44966,-105.51678,-98.476509,-91.657715,-84.973152,-78.194633,-71.536911,-64.778526,-57.649666,-50.879196,-44.174496,-37.449665,-30.800671,-24.14094,-17.468456,-10.832214,-4.0904698,2.5244296,9.2778521,15.931543,22.612751,29.318121,35.979866,42.718792,49.397316,56.045639,62.744965,69.476509,76.067116,82.805367,89.476509,96.140938,102.7651,109.46309,116.19463,122.79866,129.51678,136.18791,142.85236,149.57718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,-139.61073,-132.63759,-125.8255,-118.77181,-111.8792,-104.84563,-98.046982,-91.402687,-84.637581,-78,-71.275169,-64.570473,-57.404697,-50.695972,-43.975166,-37.353691,-30.662416,-24.047651,-17.419462,-10.730872,-4.0185905,2.6305368,9.3100672,15.995302,22.677181,29.383892,36.037582,42.75235,49.409397,56.134899,62.80537,69.422821,76.127518,82.79866,89.463089,96.093956,102.77853,109.51678,116.13423,122.8255,129.5302,136.16107,142.83893,149.55705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,-138.99329,-132.20134,-125.1745,-118.30872,-111.2953,-104.5302,-97.89933,-91.154366,-84.516777,-77.8255,-71.134232,-64.389259,-57.261074,-50.558388,-43.940269,-37.276508,-30.628187,-24.056376,-17.383892,-10.708054,-3.9720805,2.6118121,9.287919,15.991946,22.667114,29.375839,36.007381,42.700672,49.444965,56.135571,62.697987,69.402687,76.073822,82.744965,89.369125,96.060402,102.80537,109.40269,116.07382,122.74496,129.40939,136.10068,142.79866,149.48993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-138.53691,-131.5302,-124.69128,-117.67114,-110.9396,-104.32886,-97.610741,-90.993286,-84.322151,-77.630875,-70.89933,-64.194633,-57.092617,-50.483894,-43.81678,-37.183891,-30.555704,-23.955706,-17.307383,-10.603355,-3.9161074,2.6790605,9.387248,16.067114,22.742952,29.408726,36.034901,42.803356,49.478523,56.086578,62.771812,69.442955,76.093956,82.718124,89.389259,96.114098,102.75168,109.41611,116.1208,122.73154,129.41611,136.11409,142.7718,149.55034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-137.96645,-131.13423,-124.13423,-117.40939,-110.83221,-104.14094,-97.530205,-90.872482,-84.194633,-77.483223,-70.771812,-64.093956,-57.07584,-50.437584,-43.799999,-37.189262,-30.548994,-23.944296,-17.264429,-10.636242,-3.9321477,2.6787248,9.3724833,16.051006,22.714094,29.378523,36.052349,42.776508,49.390606,56.09866,62.704697,69.389259,75.993286,82.684563,89.402687,96.020134,102.69798,109.38926,116.01342,122.67785,129.37584,136.03355,142.78523,149.50336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-137.5302,-130.52348,-123.83221,-117.27517,-110.60403,-104,-97.355705,-90.697983,-83.993286,-77.315437,-70.624161,-64.020134,-56.975166,-50.34631,-43.748322,-37.117451,-30.499329,-23.87047,-17.240269,-10.587248,-3.8554363,2.7475169,9.4335575,16.096643,22.755033,29.467785,36.111408,42.753021,49.472485,56.132214,62.731544,69.362419,76.053688,82.758392,89.389259,96.053688,102.75839,109.35571,116.04027,122.7047,129.38927,136.1208,142.79195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-130.28188,-123.72483,-117.07382,-110.48993,-103.85906,-97.18792,-90.516777,-83.81208,-77.154366,-70.557045,-63.919464,-56.900673,-50.313423,-43.69463,-37.070469,-30.395302,-23.836241,-17.181208,-10.510067,-3.7904699,2.7791946,9.4872484,16.122818,22.820805,29.515436,36.08926,42.8349,49.497986,56.161076,62.711411,69.409393,76.127518,82.731544,89.409393,96.107384,102.72483,109.38926,116.10067,122.74496,129.44966,136.15436,142.78523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-130.2282,-123.61745,-117.01342,-110.40939,-103.75839,-97.080536,-90.402687,-83.744965,-77.167786,-70.543625,-63.926174,-56.927517,-50.315437,-43.716778,-37.05302,-30.437584,-23.848993,-17.18255,-10.514094,-3.8222818,2.7896645,9.4496641,16.148993,22.813423,29.428188,36.102684,42.822819,49.47718,56.055706,62.711411,69.429527,76.026848,82.744965,89.422821,96.020134,102.69128,109.38255,116.04698,122.77181,129.44295,136.06041,142.75168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-130.07382,-123.50336,-116.90604,-110.27517,-103.59061,-96.91275,-90.281876,-83.704697,-77.08725,-70.483223,-63.89933,-56.90134,-50.281208,-43.636913,-37.016777,-30.38859,-23.763758,-17.1,-10.442953,-3.7508724,2.8299329,9.5577183,16.218792,22.816107,29.528858,36.163086,42.863087,49.430202,56.151009,62.81208,69.409393,76.080536,82.765099,89.382553,96.060402,102.77853,109.40269,116.1141,122.79195,129.40268,136.07382,142.80537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-130.04698,-123.47651,-116.84563,-110.16779,-103.48993,-96.865768,-90.302017,-83.704697,-77.114098,-70.536911,-63.939598,-56.929531,-50.286575,-43.685905,-37.041611,-30.37047,-23.773155,-17.116108,-10.467785,-3.7932887,2.857584,9.5288591,16.140268,22.846979,29.516108,36.149666,42.742283,49.475166,56.136913,62.731544,69.402687,76.093956,82.677849,89.369125,96.046982,102.71812,109.41611,116.07382,122.69128,129.3557,136.04027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.97986,-123.33557,-116.67785,-110.01342,-103.39597,-96.845634,-90.255035,-83.677849,-77.093956,-70.543625,-63.926174,-56.888592,-50.259731,-43.621475,-36.95369,-30.328188,-23.706711,-17.069128,-10.453691,-3.7057719,2.8919463,9.5161076,16.235571,22.896645,29.581207,36.092617,42.838924,49.524162,56.126175,62.765102,69.436241,76.046982,82.731544,89.416107,96.08725,102.79195,109.44966,116.0604,122.72483,129.40939,136.14095,142.79195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.93289,-123.26174,-116.59731,-109.97987,-103.43624,-96.865768,-90.295303,-83.718124,-77.167786,-70.570473,-63.946308,-56.912079,-50.279865,-43.604027,-36.985233,-30.318792,-23.721476,-17.116779,-10.416779,-3.7294631,2.8322818,9.5651007,16.228188,22.903357,29.462416,36.122147,42.828857,49.436241,56.123489,62.758389,69.355705,76.033554,82.718124,89.375839,96.093956,102.73154,109.35571,116.03355,122.7047,129.40939,136.00671,142.77852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.78523,-123.12752,-116.51678,-109.97987,-103.40939,-96.852348,-90.288589,-83.751678,-77.154366,-70.543625,-63.932884,-56.874496,-50.218792,-43.584564,-36.932217,-30.291946,-23.726845,-17.02416,-10.369799,-3.7220135,2.9163759,9.5973158,16.266443,22.834229,29.546309,36.185234,42.818119,49.503357,56.179867,62.724831,69.389259,76.080536,82.724831,89.429527,96.10067,102.71812,109.38255,116.07382,122.75839,129.38927,136.09396,142.81209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.65771,-123.04698,-116.5302,-109.96645,-103.40939,-96.865768,-90.322151,-83.744965,-77.127518,-70.516777,-63.892616,-56.781208,-50.164429,-43.514095,-36.883892,-30.284563,-23.635571,-16.971142,-10.367785,-3.6366444,2.9707382,9.6624165,16.224833,22.933558,29.627518,36.169128,42.873825,49.538254,56.157047,62.765102,69.456375,76.114098,82.785233,89.469795,96.114098,102.75839,109.44296,116.12752,122.74496,129.45638,136.14764,142.81879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.65771,-123.12752,-116.58389,-110.02685,-103.50336,-96.966446,-90.402687,-83.785233,-77.1745,-70.543625,-63.872482,-56.830872,-50.191277,-43.559731,-36.952351,-30.279865,-23.675167,-17.02416,-10.35906,-3.6427517,2.9558389,9.5422821,16.244967,22.920134,29.528189,36.153019,42.861073,49.449665,56.126175,62.738255,69.395973,76.114098,82.778526,89.389259,96.073822,102.73826,109.41611,116.05369,122.74496,129.43625,136.07382,142.79866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.67114,-123.14094,-116.59731,-110.06712,-103.54362,-97.006714,-90.362419,-83.765099,-77.154366,-70.469795,-63.859062,-56.788589,-50.161743,-43.557049,-36.877182,-30.230873,-23.634899,-16.962416,-10.296644,-3.5923491,2.9121478,9.6442957,16.316778,22.891275,29.569128,36.206039,42.824833,49.497314,56.171143,62.798656,69.476509,76.140938,82.785233,89.442955,96.120804,102.79195,109.39597,116.09396,122.79195,129.42953,136.10738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123.21477,-116.69128,-110.1745,-103.62416,-97.026848,-90.416107,-83.805367,-77.134232,-70.523491,-63.859062,-56.812752,-50.204697,-43.549664,-36.890606,-30.265772,-23.636242,-16.97584,-10.29396,-3.6944296,2.9397316,9.6315432,16.2349,22.890604,29.575838,36.121475,42.81879,49.50671,56.173153,62.791946,69.456375,76.093956,82.731544,89.409393,96.073822,102.69798,109.40269,116.1141,122.71812,129.40939,136.13423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123.26174,-116.75168,-110.20805,-103.61074,-97.006714,-90.389259,-83.738258,-77.127518,-70.483223,-63.81879,-56.806713,-50.141609,-43.500671,-36.871811,-30.195303,-23.565771,-16.901342,-10.339598,-3.5889933,3.0051007,9.6208057,16.287249,22.949665,29.562416,36.18792,42.863758,49.565773,56.208725,62.845638,69.463089,76.120804,82.785233,89.449661,96.127518,102.79195,109.47651,116.08054,122.77181,129.51007,136.1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123.39597,-116.84563,-110.26846,-103.67114,-97.046982,-90.389259,-83.791946,-77.140938,-70.496643,-63.879196,-56.818119,-50.157047,-43.544296,-36.868458,-30.197315,-23.577852,-17.020134,-10.307383,-3.6053691,2.9259732,9.6080542,16.288591,22.860403,29.548994,36.159061,42.889935,49.526844,56.183891,62.765102,69.429527,76.093956,82.771812,89.409393,96.073822,102.79195,109.37584,116.08725,122.77181,129.43625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123.42953,-116.84563,-110.26174,-103.65101,-96.966446,-90.395973,-83.751678,-77.10067,-70.496643,-63.845638,-56.793961,-50.15369,-43.475166,-36.791275,-30.124161,-23.616108,-16.916107,-10.2651,-3.6408725,2.9753692,9.6510067,16.248993,22.911409,29.583893,36.212082,42.897987,49.560402,56.172482,62.80537,69.463089,76.134232,82.791946,89.456375,96.140938,102.7651,109.44296,116.14094,122.79866,129.51678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123.44966,-116.84563,-110.2349,-103.55704,-96.979866,-90.348991,-83.718124,-77.114098,-70.463089,-63.81208,-56.757046,-50.096645,-43.408054,-36.748322,-30.166443,-23.52953,-16.859732,-10.298657,-3.595906,3.0066442,9.6234903,16.291275,22.968456,29.661074,36.246307,42.940941,49.572483,56.216778,62.845638,69.503357,76.140938,82.845634,89.503357,96.120804,102.8255,109.50336,116.15437,122.8792,129.57718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123.50336,-116.8859,-110.21477,-103.64429,-97.026848,-90.375839,-83.765099,-77.140938,-70.489929,-63.852348,-56.764431,-50.085907,-43.423489,-36.861744,-30.168457,-23.559732,-16.965773,-10.319463,-3.6226845,2.8985236,9.6114092,16.262417,22.958389,29.602684,36.213425,42.847652,49.508053,56.196644,62.798656,69.436241,76.134232,82.81208,89.422821,96.107384,102.80537,109.4698,116.14094,122.85906,129.50336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123.47651,-116.80537,-110.25504,-103.61745,-96.979866,-90.375839,-83.738258,-77.107384,-70.469795,-63.785236,-56.693958,-50.024162,-43.441612,-36.76376,-30.097986,-23.591274,-16.926174,-10.255033,-3.6181209,2.9706712,9.6489935,16.331543,22.985907,29.631544,36.197315,42.89933,49.561745,56.220806,62.81879,69.510071,76.1745,82.81208,89.496643,96.167786,102.79866,109.49664,116.20805,122.84563,129.53691,136.15436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123.46309,-116.91275,-110.28188,-103.64429,-97.033554,-90.402687,-83.785233,-77.140938,-70.463089,-63.758389,-56.693958,-50.115437,-43.432217,-36.767784,-30.204699,-23.595303,-16.922148,-10.342282,-3.6392617,2.9425504,9.6583891,16.291946,22.938927,29.555704,36.185234,42.877182,49.536243,56.17651,62.81208,69.483223,76.114098,82.79866,89.469795,96.127518,102.79866,109.51678,116.15437,122.79195,129.41611,136.20134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123.49664,-116.87248,-110.26174,-103.63758,-97.020134,-90.395973,-83.751678,-77.093956,-70.395973,-63.718121,-56.701344,-50.034901,-43.379196,-36.825504,-30.171141,-23.550335,-16.948322,-10.306711,-3.6053021,3.0084565,9.6483221,16.318121,22.934898,29.606041,36.216106,42.905369,49.536911,56.210739,62.852348,69.483223,76.147652,82.838928,89.503357,96.161072,102.87248,109.49664,116.16107,122.75839,129.51678,136.16107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-116.87248,-110.2349,-103.63087,-96.993286,-90.369125,-83.691277,-77,-70.355705,-63.731544,-56.653019,-49.999329,-43.430874,-36.773155,-30.122149,-23.561745,-16.908726,-10.249664,-3.5520134,3.0167785,9.7046976,16.303356,22.955034,29.644295,36.244297,42.908054,49.593288,56.25235,62.845638,69.510071,76.214767,82.859062,89.543625,96.234901,102.84563,109.52349,116.09396,122.86577,129.49664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-116.89933,-110.30202,-103.67785,-97.053688,-90.389259,-83.684563,-77.033554,-70.422821,-63.744965,-56.680538,-50.111408,-43.455704,-36.808052,-30.206711,-23.602684,-16.930872,-10.273154,-3.602416,2.9862416,9.6154366,16.284563,22.950336,29.622149,36.177181,42.897316,49.57114,56.203354,62.81208,69.516777,76.140938,82.8255,89.523491,96.140938,102.81208,109.40939,116.16107,122.75839,129.49664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-116.91275,-110.28859,-103.64429,-96.973152,-90.275169,-83.644295,-77.020134,-70.348991,-63.711411,-56.706039,-50.071812,-43.421478,-36.827518,-30.17651,-23.560402,-16.883221,-10.265772,-3.5602014,2.9787247,9.6456375,16.315435,22.965101,29.608053,36.244297,42.952351,49.554363,56.228859,62.892616,69.503357,76.18792,82.872482,89.510071,96.20134,102.77853,109.50336,116.12752,122.83893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-116.95302,-110.32215,-103.65101,-96.966446,-90.322151,-83.697983,-77.033554,-70.402687,-63.81208,-56.757717,-50.104027,-43.499329,-36.852348,-30.189934,-23.579866,-16.932886,-10.273154,-3.6408055,2.9431543,9.6389265,16.299999,22.910067,29.595303,36.212753,42.870468,49.543625,56.216778,62.825504,69.510071,76.181206,82.791946,89.476509,96.053688,102.81879,109.44296,116.14094,122.84563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
